"species","lat","lon"
"Bertholletia excelsa",-0.55222,-52.12683
"Bertholletia excelsa",-0.57718,-52.15704
"Bertholletia excelsa",-0.56589,-52.13757
"Bertholletia excelsa",-0.55431,-52.12524
"Bertholletia excelsa",-0.57926,-52.14294
"Bertholletia excelsa",-0.57328,-52.14732
"Bertholletia excelsa",-0.57087,-52.15119
"Bertholletia excelsa",-0.56922,-52.14332
"Bertholletia excelsa",-0.55734,-52.14606
"Bertholletia excelsa",-0.55449,-52.16391
"Bertholletia excelsa",-0.5606,-52.15596
"Bertholletia excelsa",-0.54931,-52.1403
"Bertholletia excelsa",-0.5121,-52.21108
"Bertholletia excelsa",-0.57477,-52.17717
"Bertholletia excelsa",-0.55154,-52.13053
"Bertholletia excelsa",-0.54733,-52.18529
"Bertholletia excelsa",-0.60015,-52.36182
"Bertholletia excelsa",-0.55632,-52.16565
"Bertholletia excelsa",-0.48042,-52.23184
"Bertholletia excelsa",-0.55704,-52.30488
"Bertholletia excelsa",-0.57334,-52.17113
"Bertholletia excelsa",-0.4794,-52.22731
"Bertholletia excelsa",-0.56529,-52.15806
"Bertholletia excelsa",-0.55257,-52.17045
"Bertholletia excelsa",-0.55836,-52.12927
"Bertholletia excelsa",-0.48021,-52.23943
"Bertholletia excelsa",-0.55422,-52.30924
"Bertholletia excelsa",-0.55309,-52.31185
"Bertholletia excelsa",-0.47627,-52.21321
"Bertholletia excelsa",-0.55952,-52.15926
"Bertholletia excelsa",-0.48939,-52.19865
"Bertholletia excelsa",-0.49007,-52.19204
"Bertholletia excelsa",-0.46129,-52.22813
"Bertholletia excelsa",-0.54952,-52.19657
"Bertholletia excelsa",-0.46642,-52.20564
"Bertholletia excelsa",-0.51229,-52.19423
"Bertholletia excelsa",-0.6113,-52.30271
"Bertholletia excelsa",-0.54979,-52.17912
"Bertholletia excelsa",-0.55642,-52.17412
"Bertholletia excelsa",-0.45532,-52.22054
"Bertholletia excelsa",-0.50555,-52.22493
"Bertholletia excelsa",-0.55544,-52.31422
"Bertholletia excelsa",-0.45948,-52.22544
"Bertholletia excelsa",-0.46025,-52.21794
"Bertholletia excelsa",-0.54044,-52.18071
"Bertholletia excelsa",-0.54811,-52.14719
"Bertholletia excelsa",-0.49796,-52.20603
"Bertholletia excelsa",-0.56262,-52.31634
"Bertholletia excelsa",-0.56317,-52.15226
"Bertholletia excelsa",-0.46615,-52.22186
"Bertholletia excelsa",-0.57155,-52.17197
"Bertholletia excelsa",-0.54002,-52.17074
"Bertholletia excelsa",-0.61641,-52.30334
"Bertholletia excelsa",-0.48267,-52.19876
"Bertholletia excelsa",-0.53256,-52.20056
"Bertholletia excelsa",-0.36363,-52.34238
"Bertholletia excelsa",-0.50678,-52.2375
"Bertholletia excelsa",-0.52037,-52.16991
"Bertholletia excelsa",-0.54565,-52.17949
"Bertholletia excelsa",-0.50565,-52.17478
"Bertholletia excelsa",-0.50547,-52.16746
"Bertholletia excelsa",-0.50553,-52.18214
"Bertholletia excelsa",-0.54852,-52.15918
"Bertholletia excelsa",-0.52016,-52.21176
"Bertholletia excelsa",-0.55841,-52.3114
"Bertholletia excelsa",-0.48537,-52.19513
"Bertholletia excelsa",-0.57156,-52.17702
"Bertholletia excelsa",-0.56661,-52.1716
"Bertholletia excelsa",-0.47778,-52.23582
"Bertholletia excelsa",-0.58671,-52.36739
"Bertholletia excelsa",-0.51239,-52.2195
"Bertholletia excelsa",-0.58192,-52.16992
"Bertholletia excelsa",-0.60767,-52.13881
"Bertholletia excelsa",-0.58625,-52.16536
"Bertholletia excelsa",-0.37063,-52.31641
"Bertholletia excelsa",-0.59181,-52.1538
"Bertholletia excelsa",-0.58534,-52.1499
"Bertholletia excelsa",-0.58366,-52.15406
"Bertholletia excelsa",-0.58054,-52.15997
"Bertholletia excelsa",-0.57511,-52.16513
"Bertholletia excelsa",-0.60063,-52.16287
"Bertholletia excelsa",-0.57076,-52.34256
"Bertholletia excelsa",-0.59398,-52.16789
"Bertholletia excelsa",-0.5968,-52.14405
"Bertholletia excelsa",-0.59148,-52.15792
"Bertholletia excelsa",-0.60907,-52.15485
"Bertholletia excelsa",-0.31449,-52.29385
"Bertholletia excelsa",-0.53129,-52.09192
"Bertholletia excelsa",-0.51076,-52.11171
"Bertholletia excelsa",-0.52967,-52.07151
"Bertholletia excelsa",-0.54838,-52.09226
"Bertholletia excelsa",-0.5411,-52.08941
"Bertholletia excelsa",-0.5402,-52.08041
"Bertholletia excelsa",-0.55217,-52.10476
"Bertholletia excelsa",-0.52464,-52.0923
"Bertholletia excelsa",-0.29911,-52.24734
"Bertholletia excelsa",-0.54465,-52.08124
"Bertholletia excelsa",-0.55064,-52.07504
"Bertholletia excelsa",-0.31762,-52.29694
"Bertholletia excelsa",-0.52763,-52.09255
"Bertholletia excelsa",-0.5427,-52.09715
"Bertholletia excelsa",-0.539,-52.08618
"Bertholletia excelsa",-0.54512,-52.08826
"Bertholletia excelsa",-0.50663,-52.11986
"Bertholletia excelsa",-0.50789,-52.07328
"Bertholletia excelsa",-0.50407,-52.06953
"Bertholletia excelsa",-0.52776,-52.1025
"Bertholletia excelsa",-0.30985,-52.24337
"Bertholletia excelsa",-0.3179,-52.26952
"Bertholletia excelsa",-0.31379,-52.25793
"Bertholletia excelsa",-0.31178,-52.26409
"Bertholletia excelsa",-0.37117,-52.31956
"Bertholletia excelsa",-0.30607,-52.29737
"Bertholletia excelsa",-0.55541,-52.10864
"Bertholletia excelsa",-0.32501,-52.32953
"Bertholletia excelsa",-0.53113,-52.08716
"Bertholletia excelsa",-0.53174,-52.07883
"Bertholletia excelsa",-0.51087,-52.12598
"Bertholletia excelsa",-0.31343,-52.28826
"Bertholletia excelsa",-0.5314,-52.09732
"Bertholletia excelsa",-0.54212,-52.10323
"Bertholletia excelsa",-0.59519,-52.17965
"Bertholletia excelsa",-0.59286,-52.17382
"Bertholletia excelsa",-0.5823,-52.17341
"Bertholletia excelsa",-0.59078,-52.18145
"Bertholletia excelsa",-0.58568,-52.17678
"Bertholletia excelsa",-0.59864,-52.19122
"Bertholletia excelsa",-0.59229,-52.18872
"Bertholletia excelsa",-0.58504,-52.18138
"Bertholletia excelsa",-0.58834,-52.18186
"Bertholletia excelsa",-0.54409,-52.28306
"Bertholletia excelsa",-0.53008,-52.25195
"Bertholletia excelsa",-0.59636,-52.24655
"Bertholletia excelsa",-0.53977,-52.2646
"Bertholletia excelsa",-0.57588,-52.19722
"Bertholletia excelsa",-0.59489,-52.21359
"Bertholletia excelsa",-0.58696,-52.20389
"Bertholletia excelsa",-0.54597,-52.26364
"Bertholletia excelsa",-0.53445,-52.29029
"Bertholletia excelsa",-0.59116,-52.24049
"Bertholletia excelsa",-0.58609,-52.24552
"Bertholletia excelsa",-0.53917,-52.27291
"Bertholletia excelsa",-0.61024,-52.25873
"Bertholletia excelsa",-0.58258,-52.21561
"Bertholletia excelsa",-0.53298,-52.25762
"Bertholletia excelsa",-0.54396,-52.29969
"Bertholletia excelsa",-0.60076,-52.25795
"Bertholletia excelsa",-0.58281,-52.2403
"Bertholletia excelsa",-0.61069,-52.33969
"Bertholletia excelsa",-0.57379,-52.22409
"Bertholletia excelsa",-0.54398,-52.19265
"Bertholletia excelsa",-0.52933,-52.27739
"Bertholletia excelsa",-0.56826,-52.248
"Bertholletia excelsa",-0.54406,-52.29107
"Bertholletia excelsa",-0.57709,-52.24819
"Bertholletia excelsa",-0.55827,-52.28897
"Bertholletia excelsa",-0.55101,-52.28069
"Bertholletia excelsa",-0.60256,-52.3064
"Bertholletia excelsa",-0.60632,-52.30232
"Bertholletia excelsa",-0.56827,-52.28031
"Bertholletia excelsa",-0.62178,-52.31468
"Bertholletia excelsa",-0.6332,-52.29161
"Bertholletia excelsa",-0.6264,-52.30639
"Bertholletia excelsa",-0.53601,-52.28572
"Bertholletia excelsa",-0.5555,-52.27257
"Bertholletia excelsa",-0.57484,-52.2653
"Bertholletia excelsa",-0.55002,-52.27422
"Bertholletia excelsa",-0.54924,-52.27055
"Bertholletia excelsa",-0.55115,-52.28558
"Bertholletia excelsa",-0.5544,-52.29254
"Bertholletia excelsa",-0.60016,-52.30837
"Bertholletia excelsa",-0.59834,-52.35372
"Bertholletia excelsa",-0.64273,-52.29883
"Bertholletia excelsa",-0.59643,-52.31043
"Bertholletia excelsa",-0.61428,-52.31164
"Bertholletia excelsa",-0.60782,-52.30956
"Bertholletia excelsa",-0.60811,-52.31719
"Bertholletia excelsa",-0.60616,-52.31993
"Bertholletia excelsa",-0.56923,-52.29893
"Bertholletia excelsa",-0.63976,-52.29249
"Bertholletia excelsa",-0.63255,-52.29571
"Bertholletia excelsa",-0.6349,-52.29964
"Bertholletia excelsa",-0.60888,-52.29881
"Bertholletia excelsa",-0.58182,-52.31293
"Bertholletia excelsa",-0.55692,-52.26492
"Bertholletia excelsa",-0.59048,-52.26418
"Bertholletia excelsa",-0.61295,-52.29062
"Bertholletia excelsa",-0.55204,-52.33907
"Bertholletia excelsa",-0.59609,-52.32048
"Bertholletia excelsa",-0.57949,-52.28043
"Bertholletia excelsa",-0.5854,-52.3177
"Bertholletia excelsa",-0.55716,-52.25447
"Bertholletia excelsa",-0.56381,-52.25641
"Bertholletia excelsa",-0.62767,-52.29917
"Bertholletia excelsa",-0.62632,-52.29209
"Bertholletia excelsa",-0.57279,-52.42888
"Bertholletia excelsa",-0.57388,-52.42182
"Bertholletia excelsa",-0.59045,-52.3826
"Bertholletia excelsa",-0.58687,-52.43412
"Bertholletia excelsa",-0.58058,-52.41001
"Bertholletia excelsa",-0.56696,-52.43535
"Bertholletia excelsa",-0.5671,-52.41702
"Bertholletia excelsa",-0.60169,-52.39695
"Bertholletia excelsa",-0.56432,-52.40985
"Bertholletia excelsa",-0.56994,-52.42523
"Bertholletia excelsa",-0.57485,-52.429
"Bertholletia excelsa",-0.57,-52.42772
"Bertholletia excelsa",-0.32049,-52.06106
"Bertholletia excelsa",-0.36258,-52.35406
"Bertholletia excelsa",-0.3504,-52.34657
"Bertholletia excelsa",-0.34443,-52.21257
"Bertholletia excelsa",-0.30712,-52.21614
"Bertholletia excelsa",-0.29964,-51.9657
"Bertholletia excelsa",-0.3419,-52.08685
"Bertholletia excelsa",-0.45422,-52.17627
"Bertholletia excelsa",-0.33053,-52.21987
"Bertholletia excelsa",-0.31315,-52.24773
"Bertholletia excelsa",-0.30637,-52.01136
"Bertholletia excelsa",-0.32643,-52.15084
"Bertholletia excelsa",-0.32204,-52.16131
"Bertholletia excelsa",-0.34231,-52.16028
"Bertholletia excelsa",-0.32178,-52.20776
"Bertholletia excelsa",-0.34168,-52.31757
"Bertholletia excelsa",-0.33972,-52.18553
"Bertholletia excelsa",-0.34226,-52.35663
"Bertholletia excelsa",-0.48848,-52.11069
"Bertholletia excelsa",-0.48813,-52.11927
"Bertholletia excelsa",-0.34287,-52.20261
"Bertholletia excelsa",-0.31973,-52.30857
"Bertholletia excelsa",-0.31172,-52.2736
"Bertholletia excelsa",-0.32839,-52.31001
"Bertholletia excelsa",-0.3761,-52.32425
"Bertholletia excelsa",-0.3595,-52.31579
"Bertholletia excelsa",-0.34858,-52.31283
"Bertholletia excelsa",-0.33638,-52.30556
"Bertholletia excelsa",-0.3337,-52.35374
"Bertholletia excelsa",-0.34742,-52.33837
"Bertholletia excelsa",-0.36,-52.30708
"Bertholletia excelsa",-0.32499,-52.24191
"Bertholletia excelsa",-0.31514,-52.17716
"Bertholletia excelsa",-0.32654,-52.33791
"Bertholletia excelsa",-0.31658,-52.32914
"Bertholletia excelsa",-0.33548,-52.32208
"Bertholletia excelsa",-0.3364,-52.33218
"Bertholletia excelsa",-0.35331,-52.29812
"Bertholletia excelsa",-0.34594,-52.13861
"Bertholletia excelsa",-0.36121,-52.36366
"Bertholletia excelsa",-0.57488,-52.13864
"Bertholletia excelsa",-0.60106,-52.12544
"Bertholletia excelsa",-0.59693,-52.1265
"Bertholletia excelsa",-0.5935,-52.11808
"Bertholletia excelsa",-0.59149,-52.10963
"Bertholletia excelsa",-0.58662,-52.12955
"Bertholletia excelsa",-0.56476,-52.12721
"Bertholletia excelsa",-0.5888,-52.11789
"Bertholletia excelsa",-0.58341,-52.13687
"Bertholletia excelsa",-0.58827,-52.13444
"Bertholletia excelsa",-0.58164,-52.11412
"Bertholletia excelsa",-0.58772,-52.1068
"Bertholletia excelsa",-0.57536,-52.08566
"Bertholletia excelsa",-0.58231,-52.09518
"Bertholletia excelsa",-0.59473,-52.1148
"Bertholletia excelsa",-0.5605,-52.12374
"Bertholletia excelsa",-0.57613,-52.13196
"Bertholletia excelsa",-0.57034,-52.13425
"Bertholletia excelsa",-0.58953,-52.09937
"Bertholletia excelsa",-0.58216,-52.13251
"Bertholletia excelsa",-0.31518,-51.97913
"Bertholletia excelsa",-0.32625,-51.94194
"Bertholletia excelsa",-0.31951,-51.9314
"Bertholletia excelsa",-0.32204,-51.93684
"Bertholletia excelsa",-0.32013,-52.00069
"Bertholletia excelsa",-0.31744,-51.95747
"Bertholletia excelsa",-0.3052,-51.97636
"Bertholletia excelsa",-0.31847,-51.92579
"Bertholletia excelsa",-0.32727,-51.93451
"Bertholletia excelsa",-0.30898,-52.00191
"Bertholletia excelsa",-0.32735,-52.17245
"Bertholletia excelsa",-0.32363,-51.91943
"Bertholletia excelsa",-0.31021,-52.28022
"Bertholletia excelsa",1.50495,-60.77641
"Bertholletia excelsa",-4.2955,-58.44415
"Bertholletia excelsa",-11.08032,-55.05818
"Bertholletia excelsa",-3.03411,-54.9638
"Bertholletia excelsa",-1.62993,-61.69424
"Bertholletia excelsa",-3.61102,-64.31642
"Bertholletia excelsa",-4.43231,-62.35412
"Bertholletia excelsa",-5.7408,-61.43836
"Bertholletia excelsa",-10.7881,-68.66679
"Bertholletia excelsa",-10.77703,-68.66167
"Bertholletia excelsa",-10.84847,-68.40887
"Bertholletia excelsa",-10.8364,-68.39089
"Bertholletia excelsa",-10.83147,-68.38935
"Bertholletia excelsa",-10.82319,-68.39787
"Bertholletia excelsa",-1.72466,-51.80587
"Bertholletia excelsa",-1.72512,-51.8057
"Bertholletia excelsa",-1.7252,-51.80559
"Bertholletia excelsa",-1.72524,-51.80571
"Bertholletia excelsa",-1.72531,-51.80591
"Bertholletia excelsa",-1.72616,-51.80587
"Bertholletia excelsa",-1.72559,-51.80665
"Bertholletia excelsa",-1.72616,-51.80671
"Bertholletia excelsa",-1.72632,-51.80663
"Bertholletia excelsa",-1.72647,-51.80672
"Bertholletia excelsa",-1.72641,-51.80689
"Bertholletia excelsa",-1.72678,-51.8068
"Bertholletia excelsa",-1.72696,-51.80692
"Bertholletia excelsa",-1.72717,-51.80689
"Bertholletia excelsa",-1.7275,-51.80654
"Bertholletia excelsa",-1.72757,-51.80651
"Bertholletia excelsa",-1.72785,-51.80629
"Bertholletia excelsa",-1.728,-51.80636
"Bertholletia excelsa",-1.72814,-51.80644
"Bertholletia excelsa",-1.72839,-51.80676
"Bertholletia excelsa",-1.72851,-51.80659
"Bertholletia excelsa",-1.72874,-51.80609
"Bertholletia excelsa",-1.7286,-51.8059
"Bertholletia excelsa",-1.72869,-51.80554
"Bertholletia excelsa",-1.72842,-51.80557
"Bertholletia excelsa",-1.72791,-51.80528
"Bertholletia excelsa",-1.72787,-51.80532
"Bertholletia excelsa",-1.72768,-51.8055
"Bertholletia excelsa",-1.72731,-51.80488
"Bertholletia excelsa",-1.72717,-51.80483
"Bertholletia excelsa",-1.72702,-51.80482
"Bertholletia excelsa",-1.72685,-51.80458
"Bertholletia excelsa",-1.72673,-51.80453
"Bertholletia excelsa",-1.72658,-51.80468
"Bertholletia excelsa",-1.72656,-51.80501
"Bertholletia excelsa",-1.72615,-51.80581
"Bertholletia excelsa",-1.72753,-51.80592
"Bertholletia excelsa",-1.72727,-51.80601
"Bertholletia excelsa",-1.72769,-51.80651
"Bertholletia excelsa",-1.7277,-51.80652
"Bertholletia excelsa",-1.72634,-51.80709
"Bertholletia excelsa",-1.72635,-51.80736
"Bertholletia excelsa",-1.726,-51.80741
"Bertholletia excelsa",-1.72646,-51.80744
"Bertholletia excelsa",-1.72626,-51.80775
"Bertholletia excelsa",-1.72608,-51.80858
"Bertholletia excelsa",-1.72612,-51.80865
"Bertholletia excelsa",-1.73093,-51.80916
"Bertholletia excelsa",-1.73103,-51.80911
"Bertholletia excelsa",-1.73149,-51.809
"Bertholletia excelsa",-1.73141,-51.80906
"Bertholletia excelsa",-1.7315,-51.80889
"Bertholletia excelsa",-1.73166,-51.80889
"Bertholletia excelsa",-1.73173,-51.80894
"Bertholletia excelsa",-1.73156,-51.80873
"Bertholletia excelsa",-1.73135,-51.80893
"Bertholletia excelsa",-1.7314,-51.80887
"Bertholletia excelsa",-1.73167,-51.80859
"Bertholletia excelsa",-1.73187,-51.80858
"Bertholletia excelsa",-1.73194,-51.80841
"Bertholletia excelsa",-1.73205,-51.80842
"Bertholletia excelsa",-1.73161,-51.80835
"Bertholletia excelsa",-1.73154,-51.80828
"Bertholletia excelsa",-1.73325,-51.8086
"Bertholletia excelsa",-1.73313,-51.80893
"Bertholletia excelsa",-1.73333,-51.80936
"Bertholletia excelsa",-1.73336,-51.80951
"Bertholletia excelsa",-1.73359,-51.80965
"Bertholletia excelsa",-1.7338,-51.80963
"Bertholletia excelsa",-1.73377,-51.81041
"Bertholletia excelsa",-1.7334,-51.81025
"Bertholletia excelsa",-1.73391,-51.81064
"Bertholletia excelsa",-1.7341,-51.81073
"Bertholletia excelsa",-1.73429,-51.81099
"Bertholletia excelsa",-1.73446,-51.81169
"Bertholletia excelsa",-1.73347,-51.81178
"Bertholletia excelsa",-1.73356,-51.81118
"Bertholletia excelsa",-1.73333,-51.81078
"Bertholletia excelsa",-1.73302,-51.81046
"Bertholletia excelsa",-1.73236,-51.81051
"Bertholletia excelsa",-1.73204,-51.81065
"Bertholletia excelsa",-1.73184,-51.81063
"Bertholletia excelsa",-1.73166,-51.81044
"Bertholletia excelsa",-1.7319,-51.81023
"Bertholletia excelsa",-1.73212,-51.81016
"Bertholletia excelsa",-1.73213,-51.81006
"Bertholletia excelsa",-1.73213,-51.80992
"Bertholletia excelsa",-1.73247,-51.80969
"Bertholletia excelsa",-1.73251,-51.80966
"Bertholletia excelsa",-1.73139,-51.81073
"Bertholletia excelsa",-1.73133,-51.8108
"Bertholletia excelsa",-1.73127,-51.81082
"Bertholletia excelsa",-1.73121,-51.8109
"Bertholletia excelsa",-1.73102,-51.81116
"Bertholletia excelsa",-1.73097,-51.81114
"Bertholletia excelsa",-1.73082,-51.81145
"Bertholletia excelsa",-1.73077,-51.81144
"Bertholletia excelsa",-1.72494,-51.81095
"Bertholletia excelsa",-1.7249,-51.81076
"Bertholletia excelsa",-1.72476,-51.81042
"Bertholletia excelsa",-1.72336,-51.81098
"Bertholletia excelsa",-1.72334,-51.81156
"Bertholletia excelsa",-1.72314,-51.81164
"Bertholletia excelsa",-1.72389,-51.81145
"Bertholletia excelsa",-1.7238,-51.8116
"Bertholletia excelsa",-1.72409,-51.81175
"Bertholletia excelsa",-1.72717,-51.81057
"Bertholletia excelsa",-1.72748,-51.8107
"Bertholletia excelsa",-1.72813,-51.81115
"Bertholletia excelsa",-1.72893,-51.81005
"Bertholletia excelsa",-1.72953,-51.80927
"Bertholletia excelsa",-1.72999,-51.8097
"Bertholletia excelsa",-1.73048,-51.80943
"Bertholletia excelsa",-1.73066,-51.8094
"Bertholletia excelsa",-1.73034,-51.80983
"Bertholletia excelsa",-1.73056,-51.8092
"Bertholletia excelsa",-1.73086,-51.80961
"Bertholletia excelsa",-1.73087,-51.80959
"Bertholletia excelsa",-1.73124,-51.80982
"Bertholletia excelsa",-1.73146,-51.80996
"Bertholletia excelsa",-1.73314,-51.80807
"Bertholletia excelsa",-1.73341,-51.808
"Bertholletia excelsa",-1.7345,-51.80752
"Bertholletia excelsa",-1.73435,-51.80766
"Bertholletia excelsa",-1.73464,-51.80755
"Bertholletia excelsa",-1.7356,-51.8074
"Bertholletia excelsa",-1.73589,-51.80763
"Bertholletia excelsa",-1.73589,-51.80778
"Bertholletia excelsa",-1.73599,-51.80803
"Bertholletia excelsa",-1.73588,-51.80811
"Bertholletia excelsa",-1.73603,-51.80767
"Bertholletia excelsa",-1.73622,-51.80755
"Bertholletia excelsa",-1.73685,-51.80756
"Bertholletia excelsa",-1.7374,-51.80821
"Bertholletia excelsa",-1.73733,-51.80848
"Bertholletia excelsa",-1.73851,-51.80631
"Bertholletia excelsa",-1.73899,-51.80619
"Bertholletia excelsa",-1.73919,-51.80631
"Bertholletia excelsa",-1.73913,-51.80622
"Bertholletia excelsa",-1.73921,-51.80583
"Bertholletia excelsa",-1.73892,-51.80594
"Bertholletia excelsa",-1.73896,-51.80592
"Bertholletia excelsa",-1.73884,-51.80595
"Bertholletia excelsa",-1.73867,-51.8057
"Bertholletia excelsa",-1.73829,-51.80582
"Bertholletia excelsa",-1.7382,-51.80553
"Bertholletia excelsa",-1.73829,-51.80488
"Bertholletia excelsa",-1.73822,-51.80487
"Bertholletia excelsa",-1.73844,-51.80497
"Bertholletia excelsa",-1.73884,-51.80488
"Bertholletia excelsa",-1.73892,-51.80481
"Bertholletia excelsa",-1.73907,-51.80491
"Bertholletia excelsa",-1.73906,-51.80508
"Bertholletia excelsa",-1.73925,-51.80483
"Bertholletia excelsa",-1.73912,-51.80458
"Bertholletia excelsa",-1.73871,-51.80453
"Bertholletia excelsa",-1.73851,-51.80436
"Bertholletia excelsa",-1.73818,-51.80422
"Bertholletia excelsa",-1.73811,-51.80459
"Bertholletia excelsa",-1.73799,-51.80457
"Bertholletia excelsa",-1.73786,-51.80511
"Bertholletia excelsa",-1.73793,-51.80524
"Bertholletia excelsa",-1.73072,-51.8066
"Bertholletia excelsa",-1.7276,-51.80732
"Bertholletia excelsa",-1.72751,-51.80803
"Bertholletia excelsa",-1.71345,-51.80379
"Bertholletia excelsa",-1.71319,-51.804
"Bertholletia excelsa",-1.71297,-51.80389
"Bertholletia excelsa",-1.71294,-51.80361
"Bertholletia excelsa",-1.71289,-51.80322
"Bertholletia excelsa",-1.71291,-51.80271
"Bertholletia excelsa",-1.71322,-51.80246
"Bertholletia excelsa",-1.71306,-51.8021
"Bertholletia excelsa",-1.71216,-51.80265
"Bertholletia excelsa",-1.71191,-51.80358
"Bertholletia excelsa",-1.71227,-51.80362
"Bertholletia excelsa",-1.71237,-51.8042
"Bertholletia excelsa",-1.7116,-51.8037
"Bertholletia excelsa",-1.71132,-51.80353
"Bertholletia excelsa",-1.72102,-51.81023
"Bertholletia excelsa",-1.66284,-51.7556
"Bertholletia excelsa",-1.66946,-51.74601
"Bertholletia excelsa",-1.66598,-51.74006
"Bertholletia excelsa",-1.67875,-51.74443
"Bertholletia excelsa",-1.68182,-51.74521
"Bertholletia excelsa",-1.69942,-51.72397
"Bertholletia excelsa",-1.70025,-51.72022
"Bertholletia excelsa",-1.69346,-51.71576
"Bertholletia excelsa",-1.6856,-51.72245
"Bertholletia excelsa",-1.71168,-51.81103
"Bertholletia excelsa",-1.71923,-51.80812
"Bertholletia excelsa",-1.72201,-51.81352
"Bertholletia excelsa",-1.72228,-51.81353
"Bertholletia excelsa",-1.72292,-51.81438
"Bertholletia excelsa",-1.72278,-51.81441
"Bertholletia excelsa",-1.72261,-51.81458
"Bertholletia excelsa",-1.72279,-51.81444
"Bertholletia excelsa",-1.72309,-51.8149
"Bertholletia excelsa",-1.7233,-51.81482
"Bertholletia excelsa",-1.72365,-51.81477
"Bertholletia excelsa",-1.72366,-51.81512
"Bertholletia excelsa",-1.72398,-51.81554
"Bertholletia excelsa",-1.7235,-51.8158
"Bertholletia excelsa",-1.72343,-51.81607
"Bertholletia excelsa",-1.72334,-51.81608
"Bertholletia excelsa",-1.72352,-51.81613
"Bertholletia excelsa",-1.72417,-51.81651
"Bertholletia excelsa",-1.72404,-51.81673
"Bertholletia excelsa",-1.72436,-51.81653
"Bertholletia excelsa",-1.72457,-51.81653
"Bertholletia excelsa",-1.72516,-51.81663
"Bertholletia excelsa",-1.72535,-51.81657
"Bertholletia excelsa",-1.72545,-51.8165
"Bertholletia excelsa",-1.72562,-51.81731
"Bertholletia excelsa",-1.7257,-51.81749
"Bertholletia excelsa",-1.7258,-51.81812
"Bertholletia excelsa",-1.72577,-51.81816
"Bertholletia excelsa",-1.72601,-51.818
"Bertholletia excelsa",-1.72663,-51.81703
"Bertholletia excelsa",-1.72646,-51.81678
"Bertholletia excelsa",-1.72601,-51.81622
"Bertholletia excelsa",-1.72579,-51.81628
"Bertholletia excelsa",-1.72587,-51.81554
"Bertholletia excelsa",-1.72798,-51.81685
"Bertholletia excelsa",-1.72828,-51.81696
"Bertholletia excelsa",-1.72851,-51.81716
"Bertholletia excelsa",-1.72844,-51.81712
"Bertholletia excelsa",-1.72843,-51.81721
"Bertholletia excelsa",-1.72905,-51.81708
"Bertholletia excelsa",-1.72802,-51.81723
"Bertholletia excelsa",-1.72779,-51.81733
"Bertholletia excelsa",-1.72751,-51.81757
"Bertholletia excelsa",-1.72816,-51.81792
"Bertholletia excelsa",-1.7279,-51.81848
"Bertholletia excelsa",-1.72781,-51.8186
"Bertholletia excelsa",-1.72762,-51.81875
"Bertholletia excelsa",-1.72764,-51.81918
"Bertholletia excelsa",-1.7279,-51.81945
"Bertholletia excelsa",-1.72802,-51.81959
"Bertholletia excelsa",-1.72807,-51.81967
"Bertholletia excelsa",-1.72796,-51.81992
"Bertholletia excelsa",-1.72819,-51.81988
"Bertholletia excelsa",-1.72837,-51.81996
"Bertholletia excelsa",-1.7286,-51.81984
"Bertholletia excelsa",-1.72851,-51.82015
"Bertholletia excelsa",-1.72867,-51.82017
"Bertholletia excelsa",-1.72861,-51.8203
"Bertholletia excelsa",-1.72857,-51.82036
"Bertholletia excelsa",-1.72842,-51.82031
"Bertholletia excelsa",-1.72801,-51.8205
"Bertholletia excelsa",-1.72804,-51.82071
"Bertholletia excelsa",-1.72802,-51.82066
"Bertholletia excelsa",-1.72812,-51.82088
"Bertholletia excelsa",-1.72777,-51.82058
"Bertholletia excelsa",-1.72769,-51.82052
"Bertholletia excelsa",-1.72746,-51.82066
"Bertholletia excelsa",-1.72727,-51.82081
"Bertholletia excelsa",-1.72738,-51.8213
"Bertholletia excelsa",-1.72735,-51.82146
"Bertholletia excelsa",-1.72706,-51.82116
"Bertholletia excelsa",-1.72694,-51.82121
"Bertholletia excelsa",-1.72681,-51.82134
"Bertholletia excelsa",-1.72688,-51.82152
"Bertholletia excelsa",-1.72679,-51.82083
"Bertholletia excelsa",-1.72651,-51.8207
"Bertholletia excelsa",-1.72653,-51.82056
"Bertholletia excelsa",-1.72627,-51.8204
"Bertholletia excelsa",-1.7261,-51.82046
"Bertholletia excelsa",-1.72669,-51.81983
"Bertholletia excelsa",-1.72685,-51.81973
"Bertholletia excelsa",-1.72706,-51.8195
"Bertholletia excelsa",-1.72741,-51.81981
"Bertholletia excelsa",-1.72739,-51.82009
"Bertholletia excelsa",-1.72772,-51.82034
"Bertholletia excelsa",-1.72803,-51.81641
"Bertholletia excelsa",-1.72829,-51.81654
"Bertholletia excelsa",-1.72863,-51.81655
"Bertholletia excelsa",-1.72884,-51.81643
"Bertholletia excelsa",-1.72849,-51.81629
"Bertholletia excelsa",-1.72858,-51.81612
"Bertholletia excelsa",-1.72861,-51.81576
"Bertholletia excelsa",-1.72839,-51.81577
"Bertholletia excelsa",-1.72805,-51.81581
"Bertholletia excelsa",-1.72758,-51.81591
"Bertholletia excelsa",-1.72755,-51.8159
"Bertholletia excelsa",-1.72581,-51.81476
"Bertholletia excelsa",-1.7255,-51.81463
"Bertholletia excelsa",-1.72409,-51.81487
"Bertholletia excelsa",-1.72147,-51.81111
